Player,Position,MLB_Team,Pct_Owned,Total_Points,Projected_Points,Injury_Status,HR,RBI,R,SB,AVG,W,ERA,WHIP,K,SV
Jake Meyers,CF,Hou,0.63,20.0,197.0,TEN_DAY_DL,1.0,4.0,5.0,1.0,0.24324324,0.0,0.0,0.0,0.0,0.0
Josue De Paula,LF,LAD,0.62,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joshua Baez,RF,StL,0.52,0.0,120.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Mangum,LF,Pit,0.5,22.0,141.0,ACTIVE,0.0,2.0,8.0,2.0,0.3,0.0,0.0,0.0,0.0,0.0
Brandon Lockridge,LF,Mil,0.48,21.0,36.0,ACTIVE,0.0,5.0,5.0,3.0,0.25531915,0.0,0.0,0.0,0.0,0.0
Wenceel Perez,RF,Det,0.47,6.0,223.0,ACTIVE,1.0,1.0,1.0,0.0,0.06666667,0.0,0.0,0.0,0.0,0.0
Austin Martin,LF,Min,0.47,35.0,123.0,ACTIVE,1.0,3.0,9.0,2.0,0.31578947,0.0,0.0,0.0,0.0,0.0
Christopher Morel,LF,Mia,0.44,0.0,208.0,TEN_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Braden Montgomery,CF,ChW,0.41,0.0,35.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan Lukes,RF,Tor,0.39,1.0,196.0,ACTIVE,0.0,2.0,2.0,0.0,0.06451613,0.0,0.0,0.0,0.0,0.0
Jonny DeLuca,CF,TB,0.39,31.0,87.0,ACTIVE,2.0,9.0,7.0,1.0,0.27777778,0.0,0.0,0.0,0.0,0.0
Jake McCarthy,LF,Col,0.38,14.0,156.0,ACTIVE,0.0,3.0,1.0,5.0,0.17142857,0.0,0.0,0.0,0.0,0.0
Tyler Freeman,RF,Col,0.38,12.0,191.0,ACTIVE,0.0,4.0,1.0,2.0,0.3,0.0,0.0,0.0,0.0,0.0
Victor Robles,RF,Sea,0.37,3.0,161.0,TEN_DAY_DL,0.0,1.0,0.0,1.0,0.23076923,0.0,0.0,0.0,0.0,0.0
Emmanuel Rodriguez,CF,Min,0.37,0.0,63.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lazaro Montes,RF,Sea,0.36,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zyhir Hope,RF,LAD,0.36,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eduardo Quintero,CF,LAD,0.32,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edward Florentino,CF,Pit,0.32,0.0,0.0,DAY_TO_DAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lane Thomas,CF,KC,0.31,12.0,176.0,ACTIVE,0.0,1.0,3.0,2.0,0.19354839,0.0,0.0,0.0,0.0,0.0
George Valera,DH,Cle,0.28,6.0,159.0,ACTIVE,0.0,2.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
Carlos Cortes,RF,Oak,0.28,27.0,31.0,ACTIVE,1.0,6.0,4.0,0.0,0.29032258,0.0,0.0,0.0,0.0,0.0
Zac Veen,LF,Col,0.28,0.0,61.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denzel Clarke,CF,Oak,0.26,3.0,50.0,ACTIVE,0.0,6.0,4.0,1.0,0.17021277,0.0,0.0,0.0,0.0,0.0
Griffin Conine,LF,Mia,0.26,21.0,56.0,TEN_DAY_DL,2.0,4.0,6.0,2.0,0.27272727,0.0,0.0,0.0,0.0,0.0
Leody Taveras,CF,Bal,0.25,26.0,53.0,ACTIVE,0.0,8.0,5.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0
Zach Cole,LF,Hou,0.24,0.0,76.0,OUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan Church,CF,StL,0.23,16.0,30.0,ACTIVE,1.0,6.0,7.0,1.0,0.20512821,0.0,0.0,0.0,0.0,0.0
Alex Call,RF,LAD,0.23,15.0,81.0,ACTIVE,0.0,1.0,4.0,0.0,0.41666667,0.0,0.0,0.0,0.0,0.0
Tatsuya Imai,SP,Hou,29.17,20.0,329.0,FIFTEEN_DAY_DL,0.0,0.0,0.0,0.0,0.0,1.0,7.26923077,2.07692308,13.0,0.0
Roki Sasaki,SP,LAD,23.25,8.0,294.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,6.23076923,1.84615385,15.0,0.0
Steven Matz,RP,TB,22.47,68.0,201.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,3.0,3.796875,1.03125,21.0,0.0
Cade Horton,SP,ChC,17.54,22.0,315.0,FIFTEEN_DAY_DL,0.0,0.0,0.0,0.0,0.0,1.0,2.45454545,0.81818182,4.0,0.0
Bailey Ober,SP,Min,17.36,45.0,362.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,2.0,5.49152542,1.27118644,14.0,0.0
Joe Musgrove,SP,SD,16.93,0.0,349.0,FIFTEEN_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spencer Schwellenbach,SP,Atl,16.79,0.0,173.0,SIXTY_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lance McCullers Jr.,SP,Hou,15.65,37.0,186.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,5.86956522,1.30434783,17.0,0.0
Grant Holmes,SP,Atl,14.58,48.0,249.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,3.32307692,1.10769231,17.0,0.0
Ian Seymour,RP,TB,11.96,12.0,373.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,10.56521739,1.56521739,9.0,0.0
Kyle Harrison,SP,Mil,10.61,40.0,129.0,DAY_TO_DAY,0.0,0.0,0.0,0.0,0.0,1.0,3.06818182,1.09090909,15.0,0.0
Corbin Burnes,SP,Ari,10.26,0.0,134.0,SIXTY_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brady Singer,SP,Cin,10.12,25.0,367.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,5.60377358,1.69811321,14.0,0.0
Nick Martinez,SP,TB,9.65,38.0,333.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.96,11.0,0.0
Brayan Bello,SP,Bos,9.63,13.0,353.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,6.13636364,1.90909091,9.0,0.0
Chad Patrick,SP,Mil,8.86,46.0,326.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,0.94736842,1.15789474,9.0,0.0
Rhett Lowder,SP,Cin,8.44,53.0,214.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,2.0,3.52173913,1.13043478,15.0,0.0
Max Scherzer,SP,Tor,7.59,6.0,205.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,9.58064516,1.4516129,9.0,0.0
Foster Griffin,SP,Wsh,7.42,56.0,258.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,2.0,3.0483871,1.25806452,19.0,0.0
David Peterson,SP,NYM,7.22,15.0,338.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,6.40677966,1.83050847,21.0,0.0
Jameson Taillon,SP,ChC,6.53,28.0,247.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,4.86,1.26,17.0,0.0
Luis Gil,SP,NYY,6.14,6.0,250.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.44444444,7.0,0.0
Max Meyer,SP,Mia,6.08,47.0,190.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,4.11864407,1.3220339,20.0,0.0
Matthew Liberatore,SP,StL,5.92,24.0,274.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,4.28571429,1.57142857,12.0,0.0
Jared Jones,SP,Pit,5.89,0.0,257.0,SIXTY_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luis Severino,SP,Oak,5.87,27.0,312.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,5.5862069,1.70689655,24.0,0.0
Mike Burrows,SP,Hou,5.77,14.0,308.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,6.54545455,1.81818182,18.0,0.0
Chris Bassitt,SP,Bal,5.7,-7.0,301.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.36363636,5.0,0.0
Tomoyuki Sugano,SP,Col,4.9,46.0,207.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,2.16,0.78,12.0,0.0
Grant Taylor,RP,ChW,4.86,30.0,239.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,1.86206897,1.03448276,13.0,0.0
Quinn Priester,SP,Mil,4.79,0.0,230.0,FIFTEEN_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grayson Rodriguez,SP,LAA,4.73,0.0,289.0,FIFTEEN_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Alexander,RP,Tex,4.71,35.0,125.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.93103448,1.34482759,9.0,2.0
Cody Ponce,SP,Tor,4.66,-3.0,325.0,SIXTY_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,3.85714286,0.85714286,3.0,0.0
Shane Smith,SP,ChW,4.01,-5.0,357.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,10.8,2.52,11.0,0.0
Cade Cavalli,SP,Wsh,3.98,23.0,243.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,4.59574468,1.72340426,13.0,0.0
Pablo Lopez,SP,Min,3.93,0.0,0.0,SIXTY_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Pfaadt,SP,Ari,3.82,20.0,345.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,5.94,1.38,11.0,0.0
Eric Lauer,SP,Tor,3.8,11.0,177.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,7.81578947,1.57894737,12.0,0.0
Jose Berrios,SP,Tor,3.55,0.0,197.0,FIFTEEN_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carmen Mlodzinski,RP,Pit,3.32,56.0,142.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,1.7704918,1.32786885,20.0,0.0
Justin Verlander,SP,Det,3.23,-7.0,288.0,FIFTEEN_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,12.27272727,2.18181818,1.0,0.0
Didier Fuentes,SP,Atl,3.02,12.0,36.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.75,4.0,0.0
Zack Littell,SP,Wsh,2.77,17.0,240.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,4.2,1.4,10.0,0.0
Walker Buehler,SP,SD,2.71,40.0,120.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,4.58490566,1.24528302,18.0,0.0
Jack Kochanowicz,SP,LAA,2.64,59.0,95.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,2.0,3.47142857,1.24285714,18.0,0.0
Slade Cecconi,SP,Cle,2.6,29.0,288.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,5.03389831,1.37288136,18.0,0.0
Kyle Freeland,SP,Col,2.39,42.0,239.0,FIFTEEN_DAY_DL,0.0,0.0,0.0,0.0,0.0,1.0,2.29787234,1.08510638,13.0,0.0
Joe Boyle,SP,TB,2.38,31.0,236.0,FIFTEEN_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,5.17021277,1.08510638,16.0,0.0
Javier Assad,SP,ChC,2.16,9.0,155.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,8.1,1.6,6.0,0.0
Kyle Leahy,RP,StL,2.0,12.0,261.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,5.14285714,1.71428571,7.0,0.0
Janson Junk,SP,Mia,1.88,21.0,218.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,4.32,1.26,12.0,0.0
Dustin May,SP,StL,1.87,29.0,257.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,2.0,6.98275862,1.60344828,15.0,0.0
Logan Henderson,SP,Mil,1.79,3.0,258.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,3.0,0.0
Sean Manaea,SP,NYM,1.77,26.0,228.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,2.25,1.33333333,10.0,0.0
Jack Dreyer,RP,LAD,1.75,17.0,189.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,2.84210526,1.10526316,7.0,0.0
Sean Burke,SP,ChW,1.74,31.0,240.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,4.42622951,1.27868852,17.0,0.0
Hurston Waldrep,SP,Atl,1.73,0.0,83.0,FIFTEEN_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Senzatela,SP,Col,1.73,50.0,53.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56756757,15.0,1.0
Anthony Kay,SP,ChW,1.66,33.0,229.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,2.59615385,1.26923077,12.0,0.0
Tyler Mahle,SP,SF,1.61,7.0,198.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,7.23214286,1.92857143,21.0,0.0
Colin Rea,SP,ChC,1.59,57.0,165.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,2.0,3.63461538,0.98076923,15.0,1.0
Dean Kremer,SP,Bal,1.58,13.0,266.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,3.6,1.2,9.0,0.0
Payton Tolle,SP,Bos,1.57,0.0,208.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Sproat,SP,Mil,1.57,22.0,100.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,6.88235294,1.70588235,16.0,0.0
Tobias Myers,RP,NYM,1.54,26.0,90.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,3.46153846,0.76923077,9.0,0.0
Kumar Rocker,SP,Tex,1.41,23.0,194.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,4.29545455,1.5,14.0,0.0
Cristian Javier,SP,Hou,1.37,-8.0,261.0,FIFTEEN_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,12.53571429,2.35714286,4.0,0.0
Robby Snelling,SP,Mia,1.34,0.0,116.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacob Latz,RP,Tex,1.32,25.0,108.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,1.54285714,0.6,10.0,0.0
Tyler Holton,RP,Det,1.3,12.0,155.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,1.22727273,1.22727273,5.0,0.0
Jonah Tong,SP,NYM,1.26,0.0,142.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrian Houser,SP,SF,1.25,13.0,255.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,5.0625,1.5625,10.0,0.0
Jacob Lopez,SP,Oak,1.21,21.0,201.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,6.38181818,1.96363636,16.0,0.0
Ben Brown,SP,ChC,1.16,32.0,184.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,3.06818182,1.02272727,14.0,0.0
Brandon Williamson,SP,Cin,1.14,24.0,57.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,5.2826087,1.36956522,10.0,0.0
Cade Povich,SP,Bal,1.08,33.0,118.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,2.18918919,0.97297297,7.0,0.0
Zach Eflin,SP,Bal,1.02,10.0,276.0,SIXTY_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,2.45454545,1.63636364,7.0,0.0
Kade Anderson,SP,Sea,1.0,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas White,SP,Mia,0.99,0.0,46.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simeon Woods Richardson,SP,Min,0.94,7.0,237.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,6.09677419,1.59677419,11.0,0.0
German Marquez,SP,SD,0.9,19.0,123.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,2.0,5.53846154,1.69230769,10.0,0.0
Jackson Jobe,SP,Det,0.9,0.0,9.0,SIXTY_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martin Perez,SP,Atl,0.89,25.0,52.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,3.13953488,0.90697674,6.0,0.0
Jesse Scholtens,SP,TB,0.89,34.0,29.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.82758621,7.0,0.0
Braxton Garrett,SP,Mia,0.87,0.0,322.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chase Dollander,SP,Col,0.84,55.0,167.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,2.0,3.31578947,1.10526316,23.0,0.0
Carlos Lagrange,SP,NYY,0.82,0.0,17.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zebby Matthews,SP,Min,0.81,0.0,255.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taijuan Walker,SP,Phi,0.73,11.0,185.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,7.36363636,1.90909091,12.0,0.0
Tyler Wells,SP,Bal,0.72,16.0,116.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,4.90909091,1.45454545,11.0,0.0
Seth Hernandez,SP,Pit,0.71,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Irvin,SP,Wsh,0.67,30.0,209.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,6.15789474,1.47368421,21.0,0.0
Colton Gordon,SP,Hou,0.66,3.0,91.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,9.81818182,2.18181818,5.0,0.0
Lucas Giolito,SP,FA,0.64,0.0,310.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erick Fedde,SP,ChW,0.58,22.0,197.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,3.375,1.0625,12.0,0.0
Clarke Schmidt,SP,NYY,0.54,0.0,70.0,SIXTY_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick Corbin,SP,Tor,0.53,21.0,270.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,4.65517241,1.24137931,9.0,0.0
Ryan Sloan,SP,Sea,0.53,0.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johan Oviedo,SP,Bos,0.5,2.0,211.0,SIXTY_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,9.81818182,1.90909091,3.0,0.0
David Bednar,RP,NYY,88.37,29.0,339.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,4.69565217,1.95652174,10.0,5.0
Abner Uribe,RP,Mil,53.11,17.0,241.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,4.90909091,1.22727273,8.0,1.0
Trevor Megill,RP,Mil,49.1,6.0,236.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,7.0,3.0
Bryan Abreu,RP,Hou,48.2,-5.0,234.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,12.78947368,3.0,12.0,1.0
Robert Suarez,RP,Atl,41.96,32.0,166.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,2.0,1.17391304,1.04347826,8.0,0.0
Griffin Jax,RP,TB,38.16,-16.0,274.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,7.5,2.16666667,5.0,0.0
Carlos Estevez,RP,KC,35.09,-22.0,250.0,FIFTEEN_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,162.0,18.0,0.0,0.0
Jordan Romano,RP,LAA,29.47,7.0,100.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,8.4375,1.875,7.0,4.0
Dennis Santana,RP,Pit,24.76,39.0,171.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,2.0,0.9,0.7,6.0,2.0
Ryan Walker,RP,SF,23.69,21.0,269.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,3.85714286,1.28571429,8.0,1.0
Erik Sabrowski,RP,Cle,18.51,31.0,87.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.77777778,14.0,0.0
Garrett Whitlock,RP,Bos,16.04,14.0,172.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,2.57142857,1.42857143,11.0,0.0
Tyler Rogers,RP,Tor,15.65,16.0,140.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,0.93103448,1.24137931,5.0,0.0
Jason Adam,RP,SD,14.39,12.0,165.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,1.0
Tony Santillan,RP,Cin,14.22,33.0,127.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,0.0
Jeremiah Estrada,RP,SD,13.28,10.0,168.0,FIFTEEN_DAY_DL,0.0,0.0,0.0,0.0,0.0,1.0,5.14285714,1.42857143,8.0,0.0
Alex Vesia,RP,LAD,12.89,36.0,171.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68181818,9.0,2.0
JoJo Romero,RP,StL,12.4,29.0,140.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87096774,6.0,0.0
Robert Garcia,RP,Tex,11.78,5.0,229.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,3.375,1.5,6.0,0.0
Seranthony Dominguez,RP,ChW,11.69,9.0,185.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,7.5,1.83333333,8.0,3.0
Will Vest,RP,Det,8.09,10.0,177.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,6.75,1.35,9.0,0.0
Adrian Morejon,RP,SD,7.62,2.0,159.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,7.71428571,1.71428571,8.0,0.0
Edwin Uceta,RP,TB,6.65,0.0,157.0,FIFTEEN_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Louis Varland,RP,Tor,6.01,38.0,107.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,16.0,0.0
Tanner Scott,RP,LAD,5.78,27.0,157.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,1.03846154,0.57692308,8.0,0.0
Camilo Doval,RP,NYY,5.37,8.0,132.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,7.36363636,1.22727273,7.0,0.0
Luke Weaver,RP,NYM,5.06,8.0,158.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,8.1,1.35,4.0,0.0
Matt Strahm,RP,KC,4.88,15.0,177.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,4.05,1.2,6.0,0.0
Bryan Baker,RP,TB,4.79,28.0,121.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,3.68181818,0.95454545,7.0,4.0
Matt Brash,RP,Sea,4.66,18.0,143.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.66666667,4.0,0.0
Brad Keller,RP,Phi,4.62,16.0,115.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,4.69565217,1.30434783,8.0,0.0
Hunter Gaddis,RP,Cle,4.6,0.0,134.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,1.0,0.0
Bryan King,RP,Hou,4.14,30.0,149.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,1.125,1.25,11.0,1.0
Clayton Beeter,RP,Wsh,3.95,23.0,168.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,3.85714286,1.28571429,7.0,2.0
Fernando Cruz,RP,NYY,3.37,25.0,144.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,2.45454545,1.5,10.0,0.0
Graham Ashcraft,RP,Cin,3.31,25.0,147.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.1,13.0,0.0
Kyle Finnegan,RP,Det,2.92,21.0,126.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.375,3.0,0.0
Joel Kuhnel,RP,Oak,2.71,31.0,0.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571,3.0,3.0
Juan Morillo,RP,Ari,2.7,17.0,64.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,8.0,1.0
Kevin Ginkel,RP,Ari,2.11,11.0,198.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,5.86956522,1.56521739,10.0,0.0
Kirby Yates,RP,LAA,2.0,0.0,122.0,FIFTEEN_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Hill,RP,NYY,1.75,24.0,92.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55555556,3.0,0.0
Cole Sands,RP,Min,1.71,15.0,144.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,4.26315789,1.57894737,5.0,1.0
Garrett Cleavinger,RP,TB,1.64,1.0,151.0,FIFTEEN_DAY_DL,0.0,0.0,0.0,0.0,0.0,1.0,7.71428571,3.0,3.0,0.0
Shawn Armstrong,RP,Cle,1.6,26.0,159.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,2.07692308,1.5,12.0,0.0
Gabe Speier,RP,Sea,1.58,14.0,153.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,2.57142857,1.0,6.0,1.0
Ben Joyce,RP,LAA,1.52,0.0,138.0,FIFTEEN_DAY_DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cole Winn,RP,Tex,1.41,29.0,95.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,3.11538462,1.26923077,9.0,1.0
Victor Vodnik,RP,Col,1.14,15.0,130.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,2.25,1.5,5.0,2.0
Hogan Harris,RP,Oak,1.11,33.0,154.0,ACTIVE,0.0,0.0,0.0,0.0,0.0,1.0,2.38235294,1.67647059,11.0,1.0
